0001, 0
0002, 0
0003, 0
0004, 11, 64
0005, 0
0006, 0
0007, 0
0008, 0
0009, 22
0010, 62
0011, 0
0012, 0
0013, 0
0014, 0
0015, 0
0016, 0
0017, 0
0018, 0
0019, 11, 104
0020, 0
0021, 30, 44
0022, 37
0023, 12
0024, 0
0025, 0
0026, 0
0027, 8, 12
0028, 12
0029, 52
0030, 0
0031, 0
0032, 10
0033, 0
0034, 0
0035, 51, 67, 124
0036, 0
0037, 0
0038, 0
0039, 0
0040, 0
0041, 78
0042, 0
0043, 0
0044, 0
0045, 0
0046, 0
0047, 44
0048, 0
0049, 0
0050, 22
0051, 0
0052, 0
0053, 0
0054, 24, 50
0055, 0
0056, 0
0057, 35, 47
0058, 0
0059, 19
0060, 0
0061, 0
0062, 31
0063, 0
0064, 0
0065, 0
0066, 34
0067, 0
0068, 0
0069, 0
0070, 0
0071, 0
0072, 0
0073, 0
0074, 13, 19
0075, 0
0076, 37
0077, 0
0078, 59
0079, 23
0080, 0
0081, 0
0082, 18
0083, 16
0084, 0
0085, 0
0086, 0
0087, 0
0088, 0
0089, 0
0090, 0
0091, 45
0092, 56
0093, 21
0094, 29
0095, 87
0096, 0
0097, 0
0098, 0
0099, 0
0100, 0
0101, 0
0102, 0
0103, 0
0104, 0
0105, 0
0106, 0
0107, 6
0108, 0
0109, 0
0110, 0
0111, 0
0112, 0
0113, 20
0114, 0
0115, 0
0116, 0
0117, 86
0118, 19
0119, 41
0120, 0
0121, 0
0122, 15, 23, 55
0123, 48
0124, 0
0125, 0
0126, 0
0127, 7, 20
0128, 0
0129, 0
0130, 20
0131, 0
0132, 0
0133, 0
0134, 13
0135, 0
0136, 56
0137, 84
0138, 17
0139, 19
0140, 0
0141, 0
0142, 27
0143, 0
0144, 0
0145, 0
0146, 0
0147, 0
0148, 0
0149, 0
0150, 22, 90
0151, 0
0152, 24, 32
0153, 0
0154, 0
0155, 0
0156, 0
0157, 61, 83
0158, 0
0159, 0
0160, 0
0161, 0
0162, 10
0163, 0
0164, 0
0165, 0
0166, 0
0167, 16
0168, 113
0169, 16
0170, 0
0171, 0
0172, 27, 56
0173, 0
0174, 0
0175, 0
0176, 0
0177, 34
0178, 0
0179, 0
0180, 0
0181, 10
0182, 0
0183, 0
0184, 0
0185, 0
0186, 0
0187, 36, 47
0188, 0
0189, 0
0190, 31
0191, 52
0192, 51
0193, 47
0194, 40
0195, 0
0196, 64, 79, 107
0197, 0
0198, 67
0199, 0
0200, 0
0201, 17
0202, 0
0203, 7
0204, 0
0205, 0
0206, 0
0207, 0
0208, 0
0209, 0
0210, 62
0211, 80
0212, 0
0213, 0
0214, 0
0215, 0
0216, 0
0217, 0
0218, 0
0219, 0
0220, 0
0221, 0
0222, 0
0223, 39, 61
0224, 78
0225, 0
0226, 73
0227, 0
0228, 0
0229, 81
0230, 0
0231, 0
0232, 0
0233, 43
0234, 34
0235, 0
0236, 0
0237, 14, 45
0238, 0
0239, 0
0240, 0
0241, 0
0242, 0
0243, 0
0244, 0
0245, 0
0246, 53
0247, 0
0248, 16
0249, 23
0250, 0
0251, 0
0252, 0
0253, 0
0254, 0
0255, 0
